Step,Action,Reasoning,Observation,Reward,Done
0,look,,"-= Basement =-
You've entered a basement.



There is a closed passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
1,go north,,"-= Laundromat =-
You find yourself in a laundromat. An usual one.

What's that over there? It looks like it's a drawer. Hmm. You always thought you'd be more excited to see a drawer in a room. What a letdown! The drawer is empty! You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. But there isn't a thing on it.

There is an unblocked exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.

There is a key on the floor.",0,False
2,take key,,You pick up the key from the ground.,0,False
3,inventory,,You are carrying: a key.,0,False
4,go south,,"-= Basement =-
You've entered a basement.



There is a closed passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
5,go east,,"-= Kitchenette =-
You've come into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the kitchenette.



You don't like doors? Why not try going north, that entranceway is unblocked. There is an unguarded exit to the west.",0,False
6,go west,,"-= Basement =-
You've entered a basement.



There is a closed passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
7,open passageway,,You have to unlock the passageway with the key first.,0,False
8,unlock passageway with key,,You unlock passageway.,0,False
9,open passageway,,You open passageway.,0,False
10,go south,,"-= Vault =-
A well framed placard tells you that you are now in the vault. Let's see what's in here.



There is an open passageway leading north. There is an open hatch leading east. There is an open portal leading south.",0,False
11,look,,"-= Vault =-
A well framed placard tells you that you are now in the vault. Let's see what's in here.



There is an open passageway leading north. There is an open hatch leading east. There is an open portal leading south.",0,False
12,go east,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
13,take Hendersons limited edition key,,You pick up the Henderson's limited edition key from the ground.,0,False
14,inventory,,You are carrying: a Henderson's limited edition key and a key.,0,False
15,go west,,"-= Vault =-
A well framed placard tells you that you are now in the vault. Let's see what's in here.



There is an open passageway leading north. There is an open hatch leading east. There is an open portal leading south.",0,False
16,go north,,"-= Basement =-
You've entered a basement.



There is an open passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
17,go north,,"-= Laundromat =-
You find yourself in a laundromat. An usual one.

What's that over there? It looks like it's a drawer. Hmm. You always thought you'd be more excited to see a drawer in a room. What a letdown! The drawer is empty! You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. But there isn't a thing on it.

There is an unblocked exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.",0,False
18,go south,,"-= Basement =-
You've entered a basement.



There is an open passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
19,go east,,"-= Kitchenette =-
You've come into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the kitchenette.



You don't like doors? Why not try going north, that entranceway is unblocked. There is an unguarded exit to the west.",0,False
20,go north,,"-= Cookhouse =-
Of every cookhouse you could have shown up in, you had to walk into a normal one.



There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",0,False
21,go west,,"-= Laundromat =-
You find yourself in a laundromat. An usual one.

What's that over there? It looks like it's a drawer. Hmm. You always thought you'd be more excited to see a drawer in a room. What a letdown! The drawer is empty! You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. But there isn't a thing on it.

There is an unblocked exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.",0,False
22,goal,,,0,False
23,look,,"-= Laundromat =-
You find yourself in a laundromat. An usual one.

What's that over there? It looks like it's a drawer. Hmm. You always thought you'd be more excited to see a drawer in a room. What a letdown! The drawer is empty! You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. But there isn't a thing on it.

There is an unblocked exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.",0,False
